EABAIN_00005	AAKGEC_06445	99.8	455	1	0	1	455	1	455	0.0	889
EABAIN_00005	AANGNE_00005	70.8	455	129	1	1	455	1	451	2.38e-232	643
EABAIN_00005	CNLKLD_05110	59.7	461	180	2	1	455	1	461	8.51e-190	535
EABAIN_00010	AAKGEC_06440	99.7	380	1	0	1	380	1	380	6.08e-265	719
EABAIN_00010	CNLKLD_05105	71.1	380	110	0	1	380	1	380	3.56e-190	530
EABAIN_00015	AAKGEC_06435	99.5	1099	5	0	1	1099	1	1099	0.0	2098
EABAIN_00015	HNNKEJ_10460	70.7	1094	319	2	1	1094	1	1092	0.0	1534
EABAIN_00015	IAFHMK_09015	62.7	1099	403	4	1	1098	1	1093	0.0	1363
EABAIN_00015	AANGNE_00015	61.6	1103	414	7	1	1094	1	1102	0.0	1320
EABAIN_00015	OFBCLB_12165	60.3	1095	434	1	1	1095	1	1094	0.0	1291
EABAIN_00015	DNKGCI_07335	58.9	1097	445	4	1	1094	1	1094	0.0	1278
EABAIN_00015	LBKFJK_02405	58.0	1093	458	1	1	1093	1	1092	0.0	1271
EABAIN_00015	CNLKLD_05100	51.0	1099	517	8	1	1092	1	1085	0.0	1059
EABAIN_00020	AAKGEC_06430	99.3	1203	9	0	1	1203	1	1203	0.0	2281
EABAIN_00020	IAFHMK_09020	71.2	1203	344	2	1	1201	1	1202	0.0	1661
EABAIN_00020	DNKGCI_07340	67.2	1212	382	5	1	1202	1	1207	0.0	1562
EABAIN_00020	DDDLLA_05735	66.9	1207	392	7	1	1202	1	1204	0.0	1551
EABAIN_00020	LBKFJK_02400	67.2	1214	382	7	1	1202	1	1210	0.0	1551
EABAIN_00020	LEAGNF_00795	64.9	1214	389	12	1	1201	1	1190	0.0	1477
EABAIN_00020	CNLKLD_05095	58.7	1224	469	9	1	1203	1	1209	0.0	1323
EABAIN_00030	ONFANJ_08325	86.5	185	21	1	1	185	1	181	1.54e-105	300
EABAIN_00030	BGHOFK_05385	62.2	185	70	0	1	185	1	185	7.38e-77	227
EABAIN_00035	BGHOFK_05390	95.1	371	17	1	1	371	1	370	5.89e-249	678
EABAIN_00040	AAKGEC_06410	97.2	107	3	0	1	107	1	107	1.18e-68	200
EABAIN_00045	DIBOGN_09235	74.3	113	29	0	1	113	1	113	1.33e-61	183
EABAIN_00045	AJCMKJ_09415	76.8	112	26	0	1	112	1	112	2.46e-57	172
EABAIN_00045	FNBHCB_06685	75.0	108	26	1	6	112	50	157	2.16e-51	159
EABAIN_00045	BPHPFJ_00045	74.3	109	24	1	6	110	8	116	2.45e-51	157
EABAIN_00050	AIGDEK_10485	99.2	656	5	0	1	656	1	656	0.0	1190
EABAIN_00050	IAFHMK_10660	67.6	658	211	1	1	656	1	658	2.80e-291	809
EABAIN_00050	AAKGEC_06400	57.2	663	277	3	1	656	1	663	4.30e-235	666
EABAIN_00050	ABIMCM_08810	51.4	663	314	4	1	656	1	662	4.31e-209	600
EABAIN_00050	BJAFKI_00805	51.3	663	316	2	1	656	1	663	3.46e-203	585
EABAIN_00050	GNOKMM_00140	49.2	663	322	6	1	656	1	655	9.37e-196	566
EABAIN_00050	AIPJBK_05020	32.5	668	431	9	2	656	3	663	6.88e-89	290
