BCPNCO_00005	JDIFCN_08180	45.0	453	230	5	6	439	4	456	8.10e-125	367
BCPNCO_00010	LMJHIN_04880	49.3	365	183	2	1	364	1	364	2.27e-116	338
BCPNCO_00010	IMLPOL_04765	37.3	367	226	4	1	363	1	367	4.31e-79	243
BCPNCO_00010	EEOPDA_06730	34.7	372	236	5	1	366	1	371	3.55e-75	233
BCPNCO_00020	IBIBLP_21290	42.5	362	201	3	1	360	54	410	1.93e-99	297
BCPNCO_00030	IDJOEI_11860	54.8	735	225	7	8	637	15	747	8.06e-272	759
BCPNCO_00030	NLLOJM_03475	34.2	661	401	10	4	635	3	658	7.44e-115	354
BCPNCO_00035	GJDIKO_00030	61.1	804	309	3	3	803	4	806	0.0	897
BCPNCO_00035	CIIHGC_05655	43.4	671	345	8	6	652	4	663	1.71e-165	499
BCPNCO_00035	EHJFJN_05890	34.1	687	412	17	12	685	5	663	1.63e-108	345
BCPNCO_00070	FNINNI_00085	54.1	170	77	1	3	171	3	172	1.08e-58	177
BCPNCO_00075	IBMCCN_00075	45.8	914	457	9	1	906	1	884	5.87e-283	803
BCPNCO_00085	HNGOGK_09900	26.1	482	325	9	3	462	2	474	4.19e-48	168
BCPNCO_00100	CDILFK_05205	42.7	293	154	3	22	304	44	332	9.39e-66	212
BCPNCO_00105	AIAJBN_19275	49.0	412	207	1	1	412	1	409	6.78e-147	420
BCPNCO_00110	BEHLNB_17435	41.8	423	238	6	1	420	28	445	9.46e-107	319
BCPNCO_00130	BEHLNB_17435	63.8	428	148	3	1	424	28	452	1.11e-187	525
BCPNCO_00135	HEEEIG_03320	60.7	364	139	1	1	360	1	364	1.26e-170	476
BCPNCO_00180	JHFIBJ_16095	40.8	590	319	9	3	573	3	581	5.55e-137	420
BCPNCO_00180	AHNHLJ_13685	36.3	571	346	7	3	571	4	558	5.17e-121	365
BCPNCO_00195	IHMAMP_18595	61.0	295	114	1	1	294	1	295	1.42e-133	377
BCPNCO_00380	LKLDMN_19325	39.6	222	129	3	1	222	1	217	8.84e-49	157
BCPNCO_00435	LLGOHG_04120	41.3	288	162	2	12	292	2	289	3.66e-73	223
BCPNCO_00500	FDDOCG_07575	45.5	312	169	1	1	312	1	311	8.78e-97	285
BCPNCO_00500	HPIFBD_01690	32.3	297	189	4	29	316	26	319	1.86e-49	164
BCPNCO_00510	FOLEJH_19415	66.6	326	108	1	5	330	3	327	3.73e-162	452
BCPNCO_00540	KEIMNK_01000	39.4	287	168	4	5	288	156	439	1.38e-58	190
BCPNCO_00545	NLFOCH_03850	36.8	486	298	7	3	482	2	484	6.69e-94	290
BCPNCO_00550	KJBCNO_05935	42.9	415	224	3	3	417	4	405	2.94e-114	337
BCPNCO_00555	KAEPKB_01145	58.6	319	132	0	1	319	15	333	2.27e-135	384
