# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-11564	carboxyspermidine decarboxylase	NA	NA	UniRef90_U2WT54	57.477	1.34e-67	218	85	HFBJIN_00030	12	224	PWY-6559-2	good_blast	full	 	NA	0	1
SARCOSINE-DEHYDROGENASE-RXN	sarcosine dehydrogenase	1.5.8.3	NA	UniRef50_A0A2H1IQK7	23.678	1.1e-11	62	89	HFBJIN_00075	4	378	|CRNFORCAT-PWY|	bad_blast	NA	rxn05870 rxn27099 	Subunit 2	0	NA
RXN66-545	hydroxyproline dehydrogenase	1.5.5.3	NA	UniRef50_Q9I477	19.559	2.9e-07	48.1	90	HFBJIN_00075	3	345	|HYDROXYPRODEG-PWY|	bad_blast	NA	 	Subunit undefined	0	NA
D-NOPALINE-DEHYDROGENASE-RXN	D-nopaline dehydrogenase	NA	NA	tr|Q59157|Q59157_RHIRD	23.148	3.65e-10	57	81	HFBJIN_00075	2	310	|NOPALINEDEG-PWY|	bad_blast	NA	 	NA	0	NA
D-OCTOPINE-DEHYDROGENASE-RXN	D-octopine dehydrogenase	NA	NA	sp|Q59159|OOXB_AGRT4	21.951	3.36e-14	69.7	82	HFBJIN_00075	1	310	|OCTOPINEDEG-PWY|	bad_blast	NA	 	Subunit 2	0	NA
RXN0-5260	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	1.1.5.3	NA	UniRef90_P43799	22.921	4.08e-25	104	85	HFBJIN_00075	3	450	|PWY0-1561|	bad_blast	NA	rxn05739 rxn05900 rxn08556 rxn08557 rxn08558 rxn13709 rxn14017 rxn14229 rxn26180 rxn26196 rxn27905 rxn28327 rxn28503 rxn28691 rxn37440 rxn37441 rxn37445 rxn37632 rxn37633 rxn37634 rxn38988 rxn38989 rxn38990 rxn39010 	Subunit undefined	0	NA
RXN-15740	glycerol-3-phosphate dehydrogenase, anaerobic	1.1.5.3	NA	UniRef90_P43799	22.921	4.08e-25	104	85	HFBJIN_00075	3	450	|PWY0-1581|	bad_blast	NA	rxn05739 rxn05900 rxn08556 rxn08557 rxn08558 rxn13709 rxn14017 rxn14229 rxn26180 rxn26196 rxn27905 rxn28327 rxn28503 rxn28691 rxn37440 rxn37441 rxn37445 rxn37632 rxn37633 rxn37634 rxn38988 rxn38989 rxn38990 rxn39010 	Subunit 1	0	NA
RXN-15740	glycerol-3-phosphate dehydrogenase, anaerobic	1.1.5.3	NA	UniRef90_P43799	22.921	4.08e-25	104	85	HFBJIN_00075	3	450	|PWY0-1582|	bad_blast	NA	rxn05739 rxn05900 rxn08556 rxn08557 rxn08558 rxn13709 rxn14017 rxn14229 rxn26180 rxn26196 rxn27905 rxn28327 rxn28503 rxn28691 rxn37440 rxn37441 rxn37445 rxn37632 rxn37633 rxn37634 rxn38988 rxn38989 rxn38990 rxn39010 	Subunit 1	0	NA
RXN0-5260	sn-glycerol 3-phosphate:ubiquinone oxidoreductase	1.1.5.3	NA	UniRef90_P43799	22.921	4.08e-25	104	85	HFBJIN_00075	3	450	|PWY0-1584|	bad_blast	NA	rxn05739 rxn05900 rxn08556 rxn08557 rxn08558 rxn13709 rxn14017 rxn14229 rxn26180 rxn26196 rxn27905 rxn28327 rxn28503 rxn28691 rxn37440 rxn37441 rxn37445 rxn37632 rxn37633 rxn37634 rxn38988 rxn38989 rxn38990 rxn39010 	Subunit undefined	0	NA
RXN-15740	glycerol-3-phosphate dehydrogenase, anaerobic	1.1.5.3	NA	UniRef90_P43799	22.921	4.08e-25	104	85	HFBJIN_00075	3	450	|PWY0-1591|	bad_blast	NA	rxn05739 rxn05900 rxn08556 rxn08557 rxn08558 rxn13709 rxn14017 rxn14229 rxn26180 rxn26196 rxn27905 rxn28327 rxn28503 rxn28691 rxn37440 rxn37441 rxn37445 rxn37632 rxn37633 rxn37634 rxn38988 rxn38989 rxn38990 rxn39010 	Subunit 1	0	NA
RXN0-7319	L-2-hydroxyglutarate dehydrogenase	1.1.5.13	NA	UniRef90_P37339	25.126	1.91e-31	121	92	HFBJIN_00075	1	348	|PWY0-461|	bad_blast	NA	 	NA	0	NA
RXN0-5364	(S)-2-hydroxyglutarate oxidase	NA	NA	tr|Q88IT9|Q88IT9_PSEPK	25	3.4e-33	126	93	HFBJIN_00075	1	348	|PWY1G01-4|	bad_blast	NA	 	NA	0	NA
DIMETHYLGLYCINE-DEHYDROGENASE-RXN	dimethylglycine dehydrogenase	1.5.8.4	NA	UniRef50_F4LRG9	23.913	1.9699999999999998e-23	97.8	98	HFBJIN_00075	3	394	|PWY-3661-1|	bad_blast	NA	rxn06017 rxn12739 rxn19567 	NA	0	NA
RXN-22741	sarcosine dehydrogenase	1.5.8.3	NA	UniRef50_A0A2H1IQK7	23.678	1.1e-11	62	89	HFBJIN_00075	4	378	|PWY-3661-1|	bad_blast	NA	rxn05870 rxn27099 	Subunit 2	0	NA
